vehicle_id,date,region,service_type,miles_driven,fuel_consumed,load_capacity_used,driver_id,on_time_deliveries,total_deliveries,on_time_rate
VH-5381,2024-08-28,Midwest,Fleet Maintenance,334.0735750952582,43.01692911731183,71.1850077550948,DRV-169,4,5,0.8
VH-6987,2024-03-02,West,Freight Management,469.0565178945613,55.1670180080635,90.77910904633922,DRV-706,8,9,0.8888888888888888
VH-8425,2023-02-08,Northwest,Freight Management,519.0310685907882,80.18730555401831,66.91229119963455,DRV-592,4,6,0.6666666666666666
VH-4619,2024-08-15,Midwest,Freight Management,329.85867739348276,37.82194642507775,76.9390126089721,DRV-860,7,9,0.7777777777777778
VH-7060,2023-07-06,West,Fleet Maintenance,466.7904897365847,69.96894453660136,71.44611194682673,DRV-823,5,6,0.8333333333333334
VH-9689,2024-08-18,West,Fleet Maintenance,420.61325623729937,48.75960705136878,84.88942370681316,DRV-691,6,10,0.6
VH-4976,2024-08-22,West,Transportation Management,473.29454691532237,68.1291238503536,83.72302328944173,DRV-238,5,6,0.8333333333333334
VH-1704,2023-04-03,Northeast,Freight Management,342.1861523524646,42.25568034859997,89.95691038614076,DRV-328,4,7,0.5714285714285714
VH-6452,2023-03-27,Northwest,Supply Chain Solutions,505.80248406874364,77.23156607589073,89.52983537357761,DRV-538,9,11,0.8181818181818182
VH-7094,2023-02-13,Midwest,Fleet Maintenance,416.53844123391855,56.472876073060704,31.49680580266182,DRV-328,5,9,0.5555555555555556
VH-4681,2023-05-17,Midwest,Supply Chain Solutions,433.3894778930867,52.71137858325934,67.86848998882157,DRV-191,4,7,0.5714285714285714
VH-5138,2024-02-25,Northwest,Distribution Center Management,730.8634618291366,94.1472447990873,74.84999416645603,DRV-290,8,11,0.7272727272727273
VH-2916,2023-03-15,West,Freight Management,238.56525382585926,33.05993315821424,86.92285659447761,DRV-105,4,6,0.6666666666666666
VH-8501,2024-07-01,Midwest,Fleet Maintenance,514.8299976431704,68.17044297136057,91.57227748036446,DRV-911,5,6,0.8333333333333334
VH-2845,2024-09-04,Midwest,Fleet Maintenance,502.22941607087347,67.39285795827367,86.00014042283067,DRV-484,6,10,0.6
VH-5654,2024-05-26,West,Transportation Management,525.6648712004041,66.4720040489886,72.1787309323237,DRV-136,5,6,0.8333333333333334
VH-7413,2023-06-05,Southwest,Supply Chain Solutions,520.2843051064744,68.21799434420191,83.0775364468933,DRV-580,5,7,0.7142857142857143
VH-9111,2023-09-12,Southwest,Transportation Management,473.1924165896644,53.56415758520252,89.11450717320454,DRV-501,4,5,0.8
VH-8990,2023-06-20,West,Transportation Management,499.00622430439483,75.06188237325881,76.31472132507824,DRV-201,1,3,0.3333333333333333
VH-4090,2024-12-28,Northeast,Supply Chain Solutions,772.2937921092787,109.18532945618492,36.68849105919849,DRV-192,6,7,0.8571428571428571
VH-2370,2023-06-19,Midwest,Distribution Center Management,429.3218305318552,51.75794027006329,72.00350437868875,DRV-586,6,8,0.75
VH-2928,2023-11-18,Midwest,Supply Chain Solutions,428.07797673932936,48.661795375530204,82.12717151707275,DRV-485,10,12,0.8333333333333334
VH-2636,2024-07-20,Southwest,Distribution Center Management,321.95868209170277,35.96354377473447,63.767437766975924,DRV-804,2,3,0.6666666666666666
VH-7180,2024-03-31,West,Transportation Management,351.0052082632577,39.04204813527968,85.41849638421182,DRV-937,3,5,0.6
VH-9283,2024-08-25,Northwest,Distribution Center Management,476.8310031277461,56.37579736328476,48.90176188333623,DRV-851,2,3,0.6666666666666666
VH-2843,2024-09-04,Northwest,Freight Management,494.2776455095882,61.367873748287394,69.46594499697794,DRV-610,4,6,0.6666666666666666
VH-9376,2023-06-04,Northeast,Distribution Center Management,436.4766786709788,70.93062633879316,64.88592274005772,DRV-766,7,9,0.7777777777777778
VH-1831,2023-12-15,West,Distribution Center Management,528.2932672583293,78.25831833591363,85.04481914792078,DRV-973,8,13,0.6153846153846154
VH-6538,2024-03-26,Southwest,Fleet Maintenance,401.8977395826248,47.17944934344705,82.55158195910049,DRV-370,6,9,0.6666666666666666
VH-6315,2024-10-14,Southwest,Fleet Maintenance,748.2312214807729,86.02184558025525,82.7171634100866,DRV-945,5,6,0.8333333333333334
VH-9455,2023-06-22,Midwest,Transportation Management,468.3222485764805,56.04243161077274,96.18205523864867,DRV-494,4,9,0.4444444444444444
VH-6327,2023-01-10,Southeast,Supply Chain Solutions,530.8663135510976,86.0745361490714,79.71411422556832,DRV-104,4,7,0.5714285714285714
VH-2286,2023-09-22,Northeast,Distribution Center Management,469.3837464919824,69.45256367497186,73.05595851494236,DRV-438,7,8,0.875
VH-2529,2024-03-13,Northeast,Freight Management,377.7276935916563,52.85974604669853,69.28800329768906,DRV-574,7,10,0.7
VH-7655,2023-09-04,Southeast,Fleet Maintenance,389.14046229072824,47.664465780538904,71.16752803131703,DRV-209,12,13,0.9230769230769231
VH-2877,2024-10-28,Northwest,Supply Chain Solutions,312.3903761645064,42.291816520652866,34.94027496470203,DRV-476,3,9,0.3333333333333333
VH-6431,2024-06-29,Northwest,Freight Management,243.31429200447445,33.33875421027766,85.32754645702579,DRV-676,5,6,0.8333333333333334
VH-3478,2024-05-13,Northwest,Distribution Center Management,563.9764080916057,64.48420455243215,86.7641051369459,DRV-210,7,11,0.6363636363636364
VH-1100,2023-05-09,Southwest,Supply Chain Solutions,376.8906653681382,48.49481015588068,49.22594767875879,DRV-140,7,11,0.6363636363636364
VH-4087,2024-11-02,West,Freight Management,442.2915054466276,68.25472780053416,40.34301983683955,DRV-452,9,11,0.8181818181818182
VH-6828,2024-08-23,Northeast,Dedicated Contract Carriage,633.9309333622776,83.10471275907365,64.62915100375002,DRV-706,7,10,0.7
VH-8425,2024-08-27,Southeast,Freight Management,590.2720270875584,69.79702341903376,90.60544841133763,DRV-714,4,5,0.8
VH-3291,2023-11-23,Midwest,Freight Management,467.99259595427884,53.706085987360154,54.06798015323467,DRV-611,2,5,0.4
VH-6467,2024-02-08,Midwest,Distribution Center Management,424.719124928376,53.864659805541265,78.83735423753578,DRV-864,9,10,0.9
VH-9296,2024-09-20,Southwest,Supply Chain Solutions,431.5914851174121,69.94676859467796,68.5486215360839,DRV-848,7,8,0.875
VH-1693,2024-08-28,Northeast,Distribution Center Management,714.2999630852848,118.24679170638902,59.596376275693345,DRV-473,9,11,0.8181818181818182
VH-6786,2024-11-05,West,Distribution Center Management,470.6868918533774,77.30632675451328,89.91082287031233,DRV-739,4,5,0.8
VH-6406,2024-09-02,Northeast,Dedicated Contract Carriage,800.0,106.14600815068462,86.41074550375016,DRV-894,4,5,0.8
VH-4491,2024-09-16,Northwest,Freight Management,293.9248489026044,41.759944882955594,57.80979367943851,DRV-800,4,8,0.5
VH-4392,2023-12-25,Midwest,Supply Chain Solutions,455.6341116410487,50.95160111341162,80.22686802697048,DRV-140,8,9,0.8888888888888888
VH-3268,2024-08-25,Northeast,Transportation Management,589.8921145569709,68.58846246616682,57.685546359745686,DRV-159,6,8,0.75
VH-6632,2024-12-18,Midwest,Fleet Maintenance,579.611887029861,70.72759495868117,56.35043574862875,DRV-163,11,12,0.9166666666666666
VH-4783,2023-01-17,Southeast,Distribution Center Management,525.7913591887464,80.15269500457752,71.13214655661638,DRV-590,8,12,0.6666666666666666
VH-6973,2023-10-01,Southeast,Distribution Center Management,376.76246661571184,47.351761254803264,49.2450142833776,DRV-578,8,10,0.8
VH-6969,2024-11-15,Midwest,Distribution Center Management,292.4362579893658,47.749526941168604,64.04406365173439,DRV-768,2,4,0.5
VH-9981,2023-04-26,West,Distribution Center Management,428.54262865028454,47.94040505741493,83.58454420733568,DRV-974,5,9,0.5555555555555556
VH-5648,2024-11-23,West,Fleet Maintenance,575.1907361329849,83.78928779987885,76.38558437883309,DRV-457,4,7,0.5714285714285714
VH-5939,2023-04-01,Northeast,Transportation Management,654.0027239460811,86.56603979364999,56.240643041876325,DRV-600,4,6,0.6666666666666666
VH-9850,2023-03-23,Midwest,Dedicated Contract Carriage,463.3015473490632,53.57145069801094,65.56481604813649,DRV-208,3,4,0.75
VH-9024,2023-11-20,Southwest,Transportation Management,438.2258122271106,72.20895162312442,78.47938667320251,DRV-294,4,6,0.6666666666666666
VH-8857,2023-04-24,West,Fleet Maintenance,475.0531549565155,77.52590375383309,62.8647562947414,DRV-398,7,9,0.7777777777777778
VH-2018,2023-02-27,West,Supply Chain Solutions,476.41590049473245,78.38527846192126,90.91467053646673,DRV-613,9,10,0.9
VH-2953,2023-06-03,Northwest,Dedicated Contract Carriage,592.3952656520471,93.61579224117698,60.08848229494947,DRV-620,3,7,0.42857142857142855
VH-4657,2024-02-08,Southeast,Dedicated Contract Carriage,405.7964600479884,66.81040871475932,95.23086151180851,DRV-800,5,9,0.5555555555555556
VH-5846,2024-09-19,West,Supply Chain Solutions,435.8063876353844,54.85106064562002,60.80708436230452,DRV-330,4,6,0.6666666666666666
VH-3296,2023-09-23,West,Freight Management,505.44101424158856,56.51069641974721,77.06896150643904,DRV-561,6,10,0.6
VH-1774,2023-11-11,Northwest,Distribution Center Management,374.13219531791697,43.633153725621106,85.52460213428346,DRV-659,10,12,0.8333333333333334
VH-3811,2024-12-15,West,Fleet Maintenance,339.6750264066832,38.45402106099707,87.1197348267031,DRV-311,2,3,0.6666666666666666
VH-4182,2023-02-10,Northwest,Supply Chain Solutions,618.4292770391228,84.62886851583718,88.36299033788997,DRV-625,5,7,0.7142857142857143
VH-8867,2023-04-15,Midwest,Transportation Management,447.1223694474569,49.793343025302065,84.21783047902846,DRV-474,8,12,0.6666666666666666
VH-5329,2023-07-12,Midwest,Transportation Management,556.8785272902318,86.62775424403046,84.54566196902984,DRV-185,2,3,0.6666666666666666
VH-7167,2024-02-05,Southeast,Freight Management,532.8333355241766,64.08656764783481,77.94571103282937,DRV-382,6,9,0.6666666666666666
VH-4097,2023-10-05,Northeast,Supply Chain Solutions,284.9570411766419,33.648920889676994,56.531454491682176,DRV-306,4,7,0.5714285714285714
VH-2404,2023-12-20,Northwest,Fleet Maintenance,371.7002357768723,46.17345893167183,85.49831250412359,DRV-381,5,7,0.7142857142857143
VH-6101,2024-08-02,West,Freight Management,457.65532032487465,68.73336224133699,90.14227956765609,DRV-370,8,9,0.8888888888888888
VH-2369,2024-12-09,Northeast,Freight Management,421.1298525056443,56.99682720606297,85.5873713502912,DRV-450,3,4,0.75
VH-6497,2023-09-13,Midwest,Freight Management,479.37538118998543,73.4279559368004,88.98171603329016,DRV-497,5,6,0.8333333333333334
VH-7665,2024-10-12,West,Dedicated Contract Carriage,472.2717658201924,55.97914383896464,83.08759442449805,DRV-871,7,10,0.7
VH-3064,2024-10-22,Northeast,Dedicated Contract Carriage,544.2730057650631,71.28304167274729,92.3699783037452,DRV-838,9,10,0.9
VH-3765,2023-04-09,Northwest,Distribution Center Management,444.76172506789294,49.650078768846306,36.304701451825665,DRV-963,5,7,0.7142857142857143
VH-3817,2024-08-10,Northwest,Fleet Maintenance,458.33382755855473,60.257062469909556,77.01246026432635,DRV-903,7,9,0.7777777777777778
VH-8791,2023-10-09,Northeast,Transportation Management,277.51249680281865,40.9814935172009,97.0961727979402,DRV-405,8,10,0.8
VH-1716,2024-02-07,Northwest,Transportation Management,377.86490801151183,54.69561304347899,74.67554837962533,DRV-131,7,9,0.7777777777777778
VH-5040,2023-04-19,Southwest,Distribution Center Management,383.8064471146119,45.25803813835906,87.26197314888927,DRV-734,5,9,0.5555555555555556
VH-2711,2024-11-30,Midwest,Transportation Management,396.7149364976875,61.742277428867204,37.70575001837423,DRV-433,5,8,0.625
VH-6367,2023-07-18,Southeast,Freight Management,405.4734803199868,66.3806815172677,80.08272669958608,DRV-709,2,4,0.5
VH-7261,2023-10-30,Southeast,Distribution Center Management,521.9964052160526,68.74392996338332,90.89745098163881,DRV-855,5,6,0.8333333333333334
VH-1008,2023-11-23,Southwest,Distribution Center Management,662.6488094427476,94.3438639883448,63.44521375059353,DRV-392,7,14,0.5
VH-9789,2023-06-03,Northeast,Supply Chain Solutions,288.0215992912806,35.38864329882716,54.73127996000372,DRV-890,3,4,0.75
VH-5118,2024-07-05,Northwest,Dedicated Contract Carriage,425.9692951043704,57.47047626305189,99.11719733717148,DRV-519,9,10,0.9
VH-7086,2024-10-06,Southwest,Fleet Maintenance,346.0740280218112,44.26577906980577,51.720112214116575,DRV-441,3,5,0.6
VH-7383,2024-02-09,Southwest,Fleet Maintenance,289.3924382723436,39.573624754594796,77.23209323504756,DRV-855,5,7,0.7142857142857143
VH-4667,2024-04-06,Northwest,Dedicated Contract Carriage,386.65937207651996,63.05186482715168,61.25826764737747,DRV-600,8,9,0.8888888888888888
VH-3246,2023-05-12,Midwest,Freight Management,323.69113515953933,52.10405526254753,89.42892752596175,DRV-985,6,7,0.8571428571428571
VH-4626,2023-03-25,Northwest,Fleet Maintenance,477.9117350731574,63.73128666775275,74.37139488499776,DRV-719,4,7,0.5714285714285714
VH-3822,2024-02-03,Northwest,Transportation Management,430.48601397469633,49.33600425262485,77.73917744942123,DRV-612,0,1,0.0
VH-9283,2024-09-19,West,Transportation Management,414.1845729136313,61.97174191670932,53.39630052308749,DRV-353,4,5,0.8
VH-1850,2023-04-19,Northeast,Fleet Maintenance,486.9419762978412,72.48906607347506,90.05888883931104,DRV-226,2,4,0.5
VH-2107,2023-08-09,Southeast,Supply Chain Solutions,278.1870267440776,34.26564435609759,74.53741590491497,DRV-327,7,13,0.5384615384615384
VH-1299,2024-07-06,Southeast,Fleet Maintenance,328.46034846353075,37.01147173856579,54.124440609639535,DRV-405,4,5,0.8
VH-9102,2024-01-03,Southwest,Distribution Center Management,492.61015750756053,57.62036206415885,79.81357316406937,DRV-881,8,9,0.8888888888888888
VH-6400,2023-05-27,Southwest,Freight Management,327.17830334982375,44.097722174872494,73.53058142292907,DRV-669,11,15,0.7333333333333333
VH-2082,2023-04-22,Southwest,Distribution Center Management,204.9911076757392,27.804311835987836,73.74896321241724,DRV-308,6,10,0.6
VH-9167,2024-09-06,Northeast,Dedicated Contract Carriage,642.2848522827112,99.24811607261206,76.63283581199956,DRV-352,11,12,0.9166666666666666
VH-3800,2024-07-11,Southwest,Freight Management,491.0594231961347,70.44162656870482,65.52595614930141,DRV-865,3,9,0.3333333333333333
VH-4951,2024-05-08,Southwest,Freight Management,571.9312748294351,89.54859641286693,38.83554743267579,DRV-754,4,7,0.5714285714285714
VH-9967,2024-05-19,West,Transportation Management,362.95979319431035,49.18360578153037,72.03835622071625,DRV-414,4,7,0.5714285714285714
VH-7768,2024-04-19,Northeast,Freight Management,284.09616490474366,32.31375891917329,77.67156452850472,DRV-702,6,7,0.8571428571428571
VH-2452,2023-09-28,Midwest,Supply Chain Solutions,484.52908978759746,65.68280061702467,88.88037939022806,DRV-355,6,8,0.75
VH-2681,2024-02-25,Midwest,Fleet Maintenance,317.7975596393379,35.65086040103816,75.25006765961743,DRV-220,11,13,0.8461538461538461
VH-3303,2024-12-07,Northwest,Distribution Center Management,572.3121505731378,77.82660202626097,59.8123030862559,DRV-338,3,5,0.6
VH-8157,2024-01-02,West,Transportation Management,478.6230605328873,64.62616584037264,83.96364999442117,DRV-820,6,7,0.8571428571428571
VH-2851,2023-10-07,Southeast,Transportation Management,473.4125112821263,57.41862131576681,93.00892627474636,DRV-741,3,6,0.5
VH-2897,2023-10-10,Northwest,Supply Chain Solutions,474.7240228295984,66.80072366591442,61.83385794136882,DRV-700,6,9,0.6666666666666666
VH-6825,2023-02-09,Midwest,Supply Chain Solutions,694.0511293945397,97.2487155390435,81.12744416317801,DRV-427,6,8,0.75
VH-9806,2023-07-08,Northeast,Supply Chain Solutions,528.5875791458718,62.99340782738665,83.3178726204686,DRV-365,5,6,0.8333333333333334
VH-1244,2023-06-13,Southeast,Supply Chain Solutions,425.6906905167994,50.88054876553076,89.83575394446444,DRV-255,9,10,0.9
VH-9948,2024-06-19,Southwest,Distribution Center Management,466.40456906659927,56.66350941794651,91.22516149286969,DRV-221,10,12,0.8333333333333334
VH-4807,2024-06-19,Northeast,Supply Chain Solutions,345.6117478555487,44.837954880305105,67.37691633118884,DRV-797,3,4,0.75
VH-3779,2023-01-04,Southeast,Transportation Management,387.0969943504464,45.15009781027792,53.6634652611677,DRV-469,4,9,0.4444444444444444
VH-2846,2023-10-17,Midwest,Transportation Management,600.1711925478014,70.39849441819374,84.87278844613273,DRV-587,7,8,0.875
VH-8021,2024-03-08,Northwest,Freight Management,455.10003185644916,50.727445277456226,87.39223747888566,DRV-349,6,7,0.8571428571428571
VH-1473,2024-04-15,Southwest,Fleet Maintenance,541.527936932957,61.68572386695637,78.25156791530488,DRV-179,1,2,0.5
VH-5131,2023-06-30,Southwest,Transportation Management,343.25681895483694,38.413800244244136,72.6373056169908,DRV-820,9,12,0.75
VH-2792,2023-09-05,Northeast,Transportation Management,551.5773529164777,62.60586876575504,46.15215996613088,DRV-213,4,8,0.5
VH-2734,2024-09-19,Northwest,Distribution Center Management,426.26706811364386,50.7899734624748,63.736632332809386,DRV-151,2,3,0.6666666666666666
VH-8215,2023-10-06,Southwest,Freight Management,477.27824376788175,60.78651496236766,91.13724963437846,DRV-676,6,7,0.8571428571428571
VH-8229,2024-08-03,Southeast,Transportation Management,457.25752636500147,62.05809656686668,83.54539588360913,DRV-697,1,3,0.3333333333333333
VH-6188,2023-09-11,West,Dedicated Contract Carriage,471.85548367683697,62.36660983129257,75.77570714816959,DRV-295,4,6,0.6666666666666666
VH-6281,2023-06-30,Midwest,Transportation Management,436.88901941695576,49.1778996526557,69.8218883676084,DRV-287,7,9,0.7777777777777778
VH-6858,2024-11-11,Northeast,Fleet Maintenance,604.1088910046622,69.75566936087189,82.94299555296641,DRV-638,2,7,0.2857142857142857
VH-1944,2024-05-23,Northwest,Fleet Maintenance,269.38643987406044,31.88782408642648,92.52562994528273,DRV-201,4,9,0.4444444444444444
VH-2511,2024-11-30,West,Freight Management,514.0159304620191,74.90781956632695,77.51973571640599,DRV-760,2,4,0.5
VH-5081,2024-07-19,West,Freight Management,369.7927134441529,44.32009089129329,59.07566313762476,DRV-174,7,10,0.7
VH-7118,2023-11-22,Northeast,Supply Chain Solutions,335.25017530177564,46.845149240492574,71.03650717915595,DRV-642,5,6,0.8333333333333334
VH-1858,2023-12-23,Southeast,Distribution Center Management,706.5876799340201,82.29719712268756,79.99101242095307,DRV-551,3,5,0.6
VH-4560,2024-10-11,Northwest,Fleet Maintenance,335.88410003130014,40.26410636885375,73.27825407271298,DRV-442,3,5,0.6
VH-9421,2024-11-10,Midwest,Dedicated Contract Carriage,231.92902081903947,35.53306003006547,79.35034501733502,DRV-143,6,8,0.75
VH-9369,2024-01-26,Northeast,Dedicated Contract Carriage,564.7043753483889,73.03733122901662,85.14603305163357,DRV-970,5,9,0.5555555555555556
VH-3615,2024-09-06,Northwest,Supply Chain Solutions,390.80102883148106,49.46244976400329,76.38297286316315,DRV-599,4,5,0.8
VH-2613,2023-03-26,West,Distribution Center Management,602.9525425910832,77.36204065983736,64.54083185055464,DRV-599,7,9,0.7777777777777778
VH-3840,2023-11-13,West,Distribution Center Management,179.8376106164988,24.097775794906727,77.69850131531709,DRV-635,5,9,0.5555555555555556
VH-2774,2023-07-31,Northeast,Freight Management,672.445064036186,80.78996397673146,87.34454191692642,DRV-366,6,7,0.8571428571428571
VH-4871,2024-05-29,Northwest,Transportation Management,563.2120802215611,68.85681411488979,45.63879591474635,DRV-136,7,10,0.7
VH-9273,2024-01-19,West,Dedicated Contract Carriage,425.0385897661302,68.47827664941896,61.35958185292177,DRV-495,10,12,0.8333333333333334
VH-1845,2024-11-21,Northeast,Dedicated Contract Carriage,242.08397238445113,33.537873011647726,86.08956658123837,DRV-289,11,14,0.7857142857142857
VH-4260,2023-12-08,Northeast,Dedicated Contract Carriage,290.21728876731777,34.0259163778438,67.43210578787541,DRV-664,3,6,0.5
VH-4145,2023-02-07,Midwest,Dedicated Contract Carriage,367.0423386893675,54.88689161104882,86.02725645525788,DRV-588,5,6,0.8333333333333334
VH-8802,2024-05-25,Northeast,Fleet Maintenance,535.6335287332822,70.26152977159288,81.2624234074135,DRV-109,2,3,0.6666666666666666
VH-3263,2024-02-24,Northwest,Distribution Center Management,346.5633451423944,41.043040957688405,92.29971159230116,DRV-537,8,11,0.7272727272727273
VH-9636,2023-06-18,Northwest,Transportation Management,203.9795812160578,23.772730671372784,75.15866909820487,DRV-711,4,5,0.8
VH-9155,2023-12-09,West,Fleet Maintenance,477.34547727631457,61.06426684966811,76.30487698347478,DRV-242,5,6,0.8333333333333334
VH-1922,2023-11-02,Southwest,Distribution Center Management,569.5554386925652,85.97698406279721,80.11500132830064,DRV-682,1,3,0.3333333333333333
VH-7695,2024-06-25,Midwest,Supply Chain Solutions,713.6478882974038,81.24917824975722,54.01410661577014,DRV-643,8,13,0.6153846153846154
VH-5288,2024-12-02,Northwest,Dedicated Contract Carriage,326.9178276154416,43.9703832560284,93.02281327063186,DRV-139,5,7,0.7142857142857143
VH-6758,2024-06-20,West,Transportation Management,339.58655780534485,45.655360865881384,61.630708964253955,DRV-978,10,11,0.9090909090909091
VH-9131,2023-04-22,West,Distribution Center Management,90.73124907884295,13.168239945794195,22.192006991800792,DRV-554,13,16,0.8125
VH-3630,2024-02-15,Midwest,Supply Chain Solutions,264.3044010214596,35.597258642055955,19.63551506504086,DRV-745,8,13,0.6153846153846154
VH-8816,2023-07-25,Midwest,Dedicated Contract Carriage,322.04510781174827,42.67085694580698,58.24261000004163,DRV-911,7,9,0.7777777777777778
VH-8556,2023-07-04,West,Supply Chain Solutions,342.7987083907472,53.46819056030438,67.37529117525916,DRV-705,8,12,0.6666666666666666
VH-6930,2024-01-17,Southwest,Supply Chain Solutions,385.94967335660556,56.699568060070774,86.66515888539368,DRV-335,4,6,0.6666666666666666
VH-8000,2024-05-10,Southeast,Fleet Maintenance,521.0138345388809,76.06743953946177,68.44265670205988,DRV-801,7,8,0.875
VH-4512,2024-01-14,West,Supply Chain Solutions,511.3794073178066,57.071959813555516,70.21864391058831,DRV-562,5,10,0.5
VH-7066,2023-02-16,Midwest,Fleet Maintenance,388.34677320017255,63.288541715036466,73.4974551147413,DRV-709,5,6,0.8333333333333334
VH-4722,2024-07-04,Northeast,Freight Management,451.8270518567662,58.260041940402914,56.51602693373064,DRV-787,6,9,0.6666666666666666
VH-6648,2024-06-11,Northeast,Fleet Maintenance,287.068216605932,33.81312208281767,63.481111184191604,DRV-584,6,9,0.6666666666666666
VH-3060,2024-05-18,Midwest,Supply Chain Solutions,382.14011652426757,49.75239078745066,50.68114919868475,DRV-425,7,8,0.875
VH-4034,2023-01-22,Midwest,Distribution Center Management,294.9581600223842,41.23989670620932,75.98906372637182,DRV-638,8,10,0.8
VH-3387,2023-08-01,Southeast,Supply Chain Solutions,361.2214238592717,41.51589498949086,78.01844235465484,DRV-223,7,10,0.7
VH-8008,2023-11-06,Northwest,Supply Chain Solutions,672.6820485390157,88.95747174034577,86.27187199843821,DRV-405,5,6,0.8333333333333334
VH-9031,2024-10-22,Midwest,Distribution Center Management,467.43857073475715,61.137663685427086,65.37554935457112,DRV-679,5,8,0.625
VH-2799,2023-09-29,Northeast,Dedicated Contract Carriage,378.6910424146305,57.65151730192239,65.57972435811938,DRV-242,4,6,0.6666666666666666
VH-5407,2024-07-24,Southwest,Transportation Management,507.3421021066748,57.23605659827481,53.07218703110872,DRV-819,3,5,0.6
VH-3780,2023-07-21,Midwest,Freight Management,402.6179382515147,55.663419677177174,74.82143528736451,DRV-818,7,9,0.7777777777777778
VH-2127,2023-02-01,Southeast,Dedicated Contract Carriage,652.0667646312851,100.23889350908495,74.77461884711215,DRV-184,4,6,0.6666666666666666
VH-9530,2024-03-18,Southwest,Supply Chain Solutions,492.31591919056353,66.31660305909962,64.52912671107113,DRV-698,2,3,0.6666666666666666
VH-8365,2023-06-11,Southeast,Dedicated Contract Carriage,310.71805786827474,37.10539072927013,82.97726425017318,DRV-636,7,11,0.6363636363636364
VH-8611,2023-09-11,Southwest,Transportation Management,608.2820071191169,95.89311473096015,85.96971614434217,DRV-108,4,7,0.5714285714285714
VH-8535,2024-06-04,Midwest,Dedicated Contract Carriage,524.3148111267521,71.49829389268943,67.82537615113885,DRV-921,5,7,0.7142857142857143
VH-3808,2024-10-12,Northeast,Transportation Management,506.0725655996091,69.43119473153104,88.06756715329121,DRV-643,6,7,0.8571428571428571
VH-5297,2024-04-24,Southwest,Dedicated Contract Carriage,549.1762551235208,64.64866896449685,85.44592065443865,DRV-604,7,10,0.7
VH-5559,2023-01-10,West,Fleet Maintenance,537.4687477392977,84.3059260243616,89.04744925914036,DRV-727,9,12,0.75
VH-1448,2024-12-26,Northwest,Supply Chain Solutions,511.4316520321787,59.10742886718828,34.797568191928654,DRV-674,7,9,0.7777777777777778
VH-6008,2024-05-19,Southeast,Transportation Management,430.61818674256057,61.189403445318156,81.86518563481992,DRV-464,7,8,0.875
VH-5893,2024-07-13,Southwest,Freight Management,558.772177690809,80.18890711899603,80.0538154526411,DRV-424,6,9,0.6666666666666666
VH-1793,2024-03-11,Southeast,Supply Chain Solutions,429.33648047078435,58.09596805248732,54.20493462761876,DRV-448,6,7,0.8571428571428571
VH-1436,2023-04-21,Northeast,Fleet Maintenance,609.3811087840317,94.0826383474327,90.44574645820714,DRV-888,4,6,0.6666666666666666
VH-7012,2023-06-02,Southeast,Dedicated Contract Carriage,509.7567959118482,57.49535556361276,37.198208867758154,DRV-163,7,9,0.7777777777777778
VH-6869,2024-09-26,Southeast,Supply Chain Solutions,472.482791884605,69.75839227462382,65.20756077312448,DRV-356,9,13,0.6923076923076923
VH-2620,2023-04-12,West,Dedicated Contract Carriage,525.9022484220413,84.4067320405643,86.78052266005507,DRV-810,7,12,0.5833333333333334
VH-5308,2023-07-10,Southeast,Dedicated Contract Carriage,468.96730050056277,65.17977138659428,61.47823653882097,DRV-169,5,8,0.625
VH-1948,2024-12-29,Southwest,Supply Chain Solutions,602.9858425166252,96.68330122602907,84.06858628435141,DRV-438,3,5,0.6
VH-4944,2024-07-16,Southeast,Transportation Management,563.8659256711313,87.53814121925312,77.96062737014596,DRV-863,6,7,0.8571428571428571
VH-1191,2023-03-22,Midwest,Transportation Management,458.749669828617,70.4611901828665,82.67919890771245,DRV-395,4,7,0.5714285714285714
VH-2403,2024-05-03,Southeast,Supply Chain Solutions,58.95703219129422,9.383231341943663,67.94890082700053,DRV-625,6,8,0.75
VH-2990,2023-03-29,Midwest,Transportation Management,553.5736083566164,70.88932564690539,85.55148545368884,DRV-617,6,7,0.8571428571428571
VH-2104,2023-07-13,Northwest,Distribution Center Management,499.9936963453893,67.8613648511271,75.89649009875313,DRV-286,6,8,0.75
VH-1548,2023-04-14,Southeast,Dedicated Contract Carriage,741.2635392168402,100.11548777684484,40.23855046160428,DRV-620,3,5,0.6
VH-6761,2023-04-06,Northwest,Supply Chain Solutions,294.08171229305424,43.88722149343526,92.07657162015764,DRV-346,5,6,0.8333333333333334
VH-9762,2024-02-27,Southeast,Freight Management,423.785694939427,52.80852688521492,63.053050415320754,DRV-811,9,12,0.75
VH-8903,2023-07-17,Southwest,Fleet Maintenance,264.4411575219054,30.647046183568705,75.13241568079113,DRV-607,1,3,0.3333333333333333
VH-2784,2023-01-01,Midwest,Supply Chain Solutions,362.6502807273286,45.75814579135947,67.01490722105537,DRV-204,6,7,0.8571428571428571
VH-1804,2024-02-11,Northwest,Supply Chain Solutions,636.9547693105321,76.16399966988344,76.13238278342487,DRV-569,5,7,0.7142857142857143
VH-9990,2024-01-13,Northwest,Dedicated Contract Carriage,250.24758900860405,28.152646831703166,75.08958962563536,DRV-299,12,13,0.9230769230769231
VH-9802,2023-06-16,Midwest,Fleet Maintenance,282.90903642958216,33.86152086962241,87.94925155045664,DRV-463,7,9,0.7777777777777778
